"city","review_count.x","funny","useful","cool","review_count.y","yelp.votes.funny","yelp.votes.useful","yelp.votes.cool","cuisine","wcount","qmark","emark","stars"
"Phoenix",278,155,491,259,484,0,2,0,"Snacks",41,0,0,4
"Phoenix",99,6230,8001,6353,1325,8,6,6,"Snacks",140,0,0,4
"Scottsdale",62,31,101,45,59,0,1,0,"Snacks",97,0,1,2
"Phoenix",594,10,61,30,57,1,1,1,"Snacks",110,0,1,4
"Phoenix",74,0,6,0,10,0,0,0,"Snacks",73,0,2,5
"Mesa",18,0,1,1,1,0,1,1,"Snacks",22,0,0,4
"Tempe",34,0,0,0,10,0,0,0,"Snacks",19,0,0,5
"Phoenix",99,0,0,0,2,0,0,0,"Snacks",176,0,6,4
"Scottsdale",26,11,40,9,85,0,1,0,"Snacks",26,0,0,3
"Scottsdale",236,6,55,23,93,0,0,0,"Snacks",155,0,1,5
"Tempe",15,0,0,0,1,0,0,0,"Snacks",72,0,0,2
"Phoenix",594,0,5,0,9,0,0,0,"Snacks",99,0,1,4
"Phoenix",4,36,163,53,122,0,2,0,"Snacks",93,1,2,3
"Phoenix",69,19,26,11,10,3,4,6,"Snacks",125,0,0,3
"Phoenix",278,7,9,3,15,3,4,1,"Snacks",149,0,0,2
"Scottsdale",270,18,51,28,60,0,0,1,"Snacks",95,0,2,4
"Scottsdale",37,17,52,28,152,0,0,0,"Snacks",39,0,0,4
"Tempe",31,16,45,15,21,0,2,0,"Snacks",90,0,0,3
"Phoenix",119,1,17,6,33,0,0,0,"Snacks",49,0,1,5
"Scottsdale",65,6,27,12,16,0,2,2,"Snacks",68,0,7,5
"Phoenix",57,26,77,28,66,0,1,0,"Snacks",118,0,1,5
"Phoenix",13,238,554,319,377,0,1,0,"Snacks",117,0,2,5
"Scottsdale",139,1,4,5,13,0,0,0,"Snacks",52,0,5,5
"Scottsdale",37,1,9,1,7,0,1,0,"Snacks",40,0,1,4
"Tempe",90,35,81,52,71,1,3,2,"Snacks",61,0,1,4
"Gilbert",165,11,80,59,93,0,0,0,"Snacks",9,0,0,5
"Phoenix",74,90,253,106,138,0,2,1,"Snacks",153,0,0,4
"Phoenix",41,37,105,35,106,0,1,0,"Snacks",40,0,1,4
"Tempe",73,17,49,11,42,0,0,0,"Snacks",100,0,12,5
"Tempe",49,4,21,2,39,0,0,0,"Snacks",65,0,1,4
"Chandler",26,0,1,0,5,0,0,0,"Snacks",238,2,1,4
"Scottsdale",62,1,0,0,2,1,0,0,"Snacks",70,0,0,5
"Phoenix",31,9,5,3,7,0,0,0,"Snacks",221,1,3,4
"Phoenix",119,12,33,4,21,0,0,0,"Snacks",184,1,0,2
"Phoenix",51,33,126,79,101,0,2,0,"Snacks",247,0,3,3
"Mesa",73,44,186,119,50,0,5,4,"Snacks",99,0,0,4
"Chandler",69,1,30,12,41,0,2,1,"Snacks",139,0,6,5
"Phoenix",41,408,819,557,252,0,1,1,"Snacks",111,0,0,4
"Phoenix",136,685,1122,987,285,1,3,1,"Snacks",161,2,0,5
"Phoenix",594,0,1,1,6,0,0,0,"Snacks",73,0,0,5
"Scottsdale",255,15,57,15,15,0,1,1,"Snacks",194,1,3,5
"Chandler",26,0,1,1,7,0,0,0,"Snacks",77,0,0,5
"Scottsdale",255,13,162,64,131,0,2,0,"Snacks",62,0,2,4
"Phoenix",594,17,35,14,50,0,1,2,"Snacks",59,0,0,5
"Phoenix",33,180,358,262,76,4,8,5,"Snacks",107,0,1,1
"Phoenix",58,8,18,5,14,0,0,0,"Snacks",68,1,0,2
"Scottsdale",87,26,131,43,85,0,0,0,"Snacks",214,0,0,5
"Scottsdale",255,32,140,66,68,0,1,1,"Snacks",152,0,0,4
"Scottsdale",18,183,551,218,232,0,1,1,"Snacks",235,0,0,3
"Gilbert",165,0,4,1,2,0,1,1,"Snacks",64,0,0,1
"Scottsdale",139,11,134,26,99,0,1,0,"Snacks",81,0,1,5
"Phoenix",13,27,119,54,187,0,0,0,"Snacks",16,0,0,2
"Phoenix",108,8,30,5,23,1,2,1,"Snacks",301,2,9,5
"Tempe",73,27,89,39,76,0,2,1,"Snacks",75,0,0,3
"Phoenix",58,4,21,4,43,0,0,0,"Snacks",151,4,7,5
"Phoenix",26,20,94,27,45,0,0,0,"Snacks",125,0,0,4
"Scottsdale",77,10,21,12,7,6,9,7,"Snacks",60,1,0,5
"Phoenix",51,413,576,447,120,3,4,2,"Snacks",455,0,0,2
"Phoenix",594,0,1,0,4,0,0,0,"Snacks",34,0,0,5
"Phoenix",14,2,9,3,9,0,1,0,"Snacks",14,0,1,4
"Scottsdale",236,8,32,5,22,0,0,0,"Snacks",239,1,0,3
"Scottsdale",255,4,41,6,59,0,1,0,"Snacks",59,0,1,4
"Mesa",36,5,22,1,19,1,3,0,"Snacks",112,0,0,3
"Chandler",3,0,0,0,1,0,0,0,"Snacks",78,1,6,1
"Phoenix",51,4,7,8,2,0,2,1,"Snacks",64,0,0,4
"Phoenix",9,24,76,29,93,0,0,0,"Snacks",14,0,0,4
"Tempe",36,0,1,0,2,0,0,0,"Snacks",20,0,0,5
"Tempe",90,205,752,278,403,0,2,0,"Snacks",60,0,0,4
"Scottsdale",236,139,335,248,110,0,7,5,"Snacks",354,0,0,4
"Mesa",21,0,0,0,1,0,0,0,"Snacks",21,0,1,5
"Phoenix",108,8,32,13,55,0,2,1,"Snacks",44,0,0,5
"Chandler",12,0,1,0,9,0,1,0,"Snacks",24,0,0,5
"Phoenix",83,22,58,32,22,1,2,1,"Snacks",240,4,1,5
"Scottsdale",26,144,449,255,189,0,2,0,"Snacks",45,0,0,4
"Tempe",138,12,79,18,111,0,0,0,"Snacks",47,0,0,4
"Phoenix",33,2,7,5,14,0,0,0,"Snacks",31,0,2,5
"Tempe",31,166,431,233,336,0,0,0,"Snacks",69,0,0,3
"Phoenix",278,1824,1393,1349,157,10,3,2,"Snacks",58,0,2,5
"Scottsdale",270,34,62,15,77,0,0,0,"Snacks",54,0,1,4
"Phoenix",6,9,53,13,47,0,3,0,"Snacks",282,0,1,4
"Phoenix",44,9,21,11,26,0,0,0,"Snacks",36,0,0,4
"Tempe",90,103,258,156,111,1,3,1,"Snacks",287,0,1,2
"Phoenix",33,292,564,424,190,3,5,5,"Snacks",193,0,2,4
"Tempe",40,590,1105,674,575,0,1,0,"Snacks",118,0,0,4
"Mesa",57,1,6,1,6,0,2,1,"Snacks",23,0,1,4
"Scottsdale",255,248,495,392,110,5,5,4,"Snacks",99,0,0,4
"Phoenix",594,28,76,52,31,1,4,3,"Snacks",165,1,0,5
"Phoenix",58,2,9,3,13,0,0,0,"Snacks",48,0,2,5
"Phoenix",594,12,36,16,10,1,8,4,"Snacks",633,0,2,5
"Tempe",138,25,55,36,33,2,2,2,"Snacks",120,0,1,4
"Scottsdale",270,0,6,1,12,0,1,0,"Snacks",17,0,1,5
"Phoenix",39,59,89,61,51,2,1,2,"Snacks",97,0,1,5
"Phoenix",44,37,125,44,128,0,2,0,"Snacks",231,0,0,2
"Scottsdale",66,0,2,0,2,0,0,0,"Snacks",398,0,21,5
"Scottsdale",255,20,92,19,82,0,0,0,"Snacks",19,0,3,5
"Phoenix",594,64,145,54,73,0,0,0,"Snacks",107,0,1,4
"Phoenix",69,102,78,51,74,0,1,0,"Snacks",44,0,0,4
"Chandler",20,185,319,174,77,3,4,3,"Snacks",89,1,1,5
"Mesa",73,0,0,0,1,0,0,0,"Snacks",5,0,3,5
"Scottsdale",270,35,107,64,56,0,3,1,"Snacks",73,0,1,5
"Scottsdale",270,247,341,221,287,0,1,0,"Snacks",116,0,0,4
"Phoenix",57,1860,2291,1875,186,5,9,5,"Snacks",74,0,0,2
"Chandler",192,3,18,7,14,0,0,0,"Snacks",74,0,4,5
"Scottsdale",4,7,10,5,16,1,0,0,"Snacks",87,0,0,4
"Chandler",26,61,251,100,220,0,0,0,"Snacks",246,0,3,1
"Phoenix",594,108,164,26,122,1,1,0,"Snacks",198,0,0,3
"Gilbert",9,1233,2452,1875,539,2,3,3,"Snacks",117,0,0,4
"Phoenix",594,107,465,325,293,0,0,0,"Snacks",18,0,0,5
"Phoenix",594,100,221,138,72,2,3,0,"Snacks",253,1,0,2
"Chandler",192,3,13,5,24,1,2,2,"Snacks",54,0,0,4
"Scottsdale",270,3,4,0,14,0,0,0,"Snacks",154,0,2,4
"Phoenix",57,1548,2092,1727,215,4,14,10,"Snacks",199,3,2,5
"Scottsdale",23,4943,10629,8991,1253,4,18,13,"Snacks",685,0,5,4
"Phoenix",594,3,4,4,3,1,1,2,"Snacks",140,0,1,5
"Phoenix",8,0,1,2,16,0,0,0,"Snacks",8,0,0,4
"Phoenix",14,61,97,25,159,0,0,0,"Snacks",3,0,1,3
"Scottsdale",255,0,0,0,1,0,0,0,"Snacks",58,0,1,4
"Phoenix",22,4,26,17,34,0,0,0,"Snacks",271,0,0,4
"Gilbert",165,327,767,512,167,2,3,3,"Snacks",149,0,2,5
"Tempe",90,0,2,1,3,0,1,1,"Snacks",62,0,0,4
"Phoenix",26,13,32,8,7,0,0,0,"Snacks",26,0,0,3
"Mesa",57,120,201,133,135,0,1,0,"Snacks",153,0,2,5
"Scottsdale",66,2,1,1,19,0,0,0,"Snacks",105,0,1,5
"Scottsdale",236,3,6,1,7,0,0,0,"Snacks",21,0,0,4
"Tempe",32,3,45,9,81,0,1,0,"Snacks",48,0,0,2
"Phoenix",74,530,1224,502,310,0,3,0,"Snacks",60,0,0,3
"Tempe",85,5,18,9,19,0,1,0,"Snacks",47,0,0,4
"Phoenix",136,28,143,96,67,0,3,2,"Snacks",188,0,3,5
"Chandler",37,5,22,7,17,0,2,1,"Snacks",113,0,2,5
"Tempe",31,376,1098,546,791,0,0,0,"Snacks",187,0,0,3
"Phoenix",26,10,43,12,22,0,1,1,"Snacks",75,0,0,2
"Phoenix",594,234,419,290,145,1,2,3,"Snacks",154,1,3,5
"Phoenix",9,70,211,94,125,0,0,0,"Snacks",115,0,1,4
"Scottsdale",87,0,2,0,6,0,1,0,"Snacks",61,0,0,5
"Scottsdale",255,46,178,50,216,0,0,0,"Snacks",168,0,4,1
"Gilbert",165,0,1,0,2,0,0,0,"Snacks",80,0,0,5
"Phoenix",17,2,10,1,4,0,0,0,"Snacks",38,0,0,5
"Chandler",3,14,43,12,79,0,0,0,"Snacks",17,0,0,2
"Phoenix",136,1852,2375,2093,325,0,0,1,"Snacks",67,0,2,5
"Phoenix",93,18,50,5,67,0,0,0,"Snacks",28,0,0,5
"Scottsdale",236,4,28,8,27,0,0,0,"Snacks",313,0,1,5
"Phoenix",54,1815,3118,2640,561,2,6,4,"Snacks",95,0,3,5
"Tempe",85,299,447,311,158,0,1,1,"Snacks",224,0,0,4
"Phoenix",58,32,97,53,39,1,6,3,"Snacks",211,0,0,5
"Phoenix",136,3,16,1,17,0,0,0,"Snacks",72,1,0,3
"Phoenix",108,30,194,44,294,0,0,0,"Snacks",81,0,0,4
"Chandler",69,1,1,1,2,1,1,1,"Snacks",53,0,3,4
"Phoenix",15,4,23,10,21,0,0,2,"Snacks",90,0,0,4
"Phoenix",99,17,66,22,44,0,0,0,"Snacks",134,0,1,4
"Tempe",138,23,49,32,29,1,2,3,"Snacks",87,0,0,5
"Scottsdale",139,0,2,2,2,0,2,2,"Snacks",8,0,1,5
"Phoenix",594,378,678,451,196,4,3,3,"Snacks",137,0,2,4
"Mesa",7,79,204,52,215,1,1,1,"Snacks",175,1,0,3
"Chandler",5,17,58,31,43,0,1,0,"Snacks",335,0,3,1
"Gilbert",165,165,200,110,134,3,1,1,"Snacks",131,1,3,4
"Scottsdale",255,0,0,0,2,0,0,0,"Snacks",28,0,0,5
"Phoenix",594,13,23,11,18,0,1,0,"Snacks",98,0,0,4
"Scottsdale",139,370,487,296,377,2,2,1,"Snacks",135,0,2,4
"Phoenix",99,1,3,0,3,0,0,0,"Snacks",12,0,0,5
"Phoenix",52,0,3,0,5,0,1,0,"Snacks",155,0,0,5
"Scottsdale",47,12,36,16,10,0,1,1,"Snacks",185,0,0,4
"Tempe",90,819,1365,1059,394,1,2,3,"Snacks",132,0,1,4
"Phoenix",7,317,576,424,424,0,2,3,"Snacks",119,0,0,4
"Chandler",69,0,1,0,3,0,0,0,"Snacks",6,0,0,4
"Mesa",21,379,593,428,149,6,5,4,"Snacks",58,0,4,4
"Scottsdale",139,27,64,21,59,0,3,0,"Snacks",97,0,0,5
"Phoenix",69,81,135,77,77,1,0,0,"Snacks",227,0,0,4
"Scottsdale",6,1492,2132,1502,1107,0,0,0,"Snacks",72,0,0,4
"Phoenix",40,7,61,9,53,0,0,0,"Snacks",75,0,0,3
"Scottsdale",139,35,106,35,58,0,3,0,"Snacks",79,0,0,3
"Phoenix",74,2,34,6,30,0,1,0,"Snacks",92,0,2,4
"Chandler",69,1,19,0,9,0,1,0,"Snacks",117,1,2,3
"Tempe",98,3,26,8,48,0,0,0,"Snacks",55,0,0,3
"Scottsdale",38,3,8,6,16,0,0,0,"Snacks",178,0,2,5
"Scottsdale",236,0,0,1,7,0,0,0,"Snacks",24,0,0,4
"Mesa",21,13,36,10,43,0,0,0,"Snacks",2,0,0,4
"Phoenix",136,268,371,247,156,0,1,1,"Snacks",53,0,0,4
"Scottsdale",236,140,515,282,967,0,0,0,"Snacks",101,0,4,5
"Phoenix",278,30,75,42,53,0,2,1,"Snacks",76,3,0,2
"Scottsdale",38,3,44,12,29,0,3,0,"Snacks",164,0,1,5
"Scottsdale",270,5,33,5,35,0,1,0,"Snacks",89,5,1,3
"Tempe",81,1,7,5,6,0,1,0,"Snacks",179,0,2,5
"Phoenix",75,4,6,2,3,2,2,1,"Snacks",63,0,0,4
"Tempe",98,3,13,3,12,0,0,0,"Snacks",59,0,0,3
"Scottsdale",236,80,114,35,92,1,1,1,"Snacks",271,0,0,4
"Phoenix",51,39,140,44,115,0,0,0,"Snacks",117,0,3,4
"Scottsdale",62,3969,4287,3943,417,10,10,9,"Snacks",463,0,12,4
"Scottsdale",139,43,174,62,142,0,0,0,"Snacks",54,1,0,4
"Phoenix",30,25,62,37,103,0,0,0,"Snacks",204,1,6,5
"Phoenix",594,36,90,36,111,0,0,0,"Snacks",97,0,0,5
"Phoenix",136,0,13,1,10,0,0,0,"Snacks",24,0,1,4
"Phoenix",57,102,325,201,110,3,5,4,"Snacks",154,0,1,5
"Phoenix",3,62,197,86,148,0,0,0,"Snacks",64,0,1,4
"Scottsdale",38,1,1,0,2,0,1,0,"Snacks",81,0,8,5
"Scottsdale",236,23,106,13,88,0,0,0,"Snacks",100,0,1,4
"Tempe",106,1,14,1,10,0,1,0,"Snacks",145,0,3,5
"Phoenix",43,4,20,3,12,0,2,0,"Snacks",52,0,5,4
"Phoenix",52,32,123,42,51,1,1,0,"Snacks",222,0,0,5
"Phoenix",83,21,90,32,34,1,2,2,"Snacks",102,0,3,5
"Scottsdale",139,1,1,1,4,0,0,0,"Snacks",16,0,0,5
"Tempe",42,57,75,48,35,0,2,2,"Snacks",137,0,0,4
"Phoenix",74,4,26,5,28,0,0,0,"Snacks",22,0,2,4
"Scottsdale",11,384,1070,359,769,0,0,0,"Snacks",232,0,1,3
"Phoenix",278,1,6,2,18,0,0,0,"Snacks",169,0,1,3
"Phoenix",99,1977,4283,2562,606,5,9,5,"Snacks",213,1,0,2
"Tempe",90,3,20,4,8,1,1,2,"Snacks",36,0,0,5
"Mesa",57,7,62,18,66,0,3,0,"Snacks",20,0,1,5
"Mesa",57,0,6,0,11,0,2,0,"Snacks",42,0,1,4
"Scottsdale",270,14,41,13,43,0,1,0,"Snacks",42,0,0,4
"Gilbert",165,1,3,0,15,0,0,0,"Snacks",72,0,0,5
"Tempe",50,2517,5065,3901,670,5,8,4,"Snacks",193,0,3,4
"Tempe",81,1,5,3,3,0,1,1,"Snacks",51,0,1,5
"Phoenix",594,43,91,42,27,0,0,0,"Snacks",114,0,6,5
"Phoenix",93,170,280,168,94,1,2,2,"Snacks",171,0,0,4
"Phoenix",13,260,521,451,163,0,4,3,"Snacks",219,0,2,4
"Scottsdale",270,126,256,126,72,0,2,0,"Snacks",144,0,0,4
"Phoenix",594,37,105,35,106,0,2,1,"Snacks",44,0,0,5
"Phoenix",594,0,1,0,7,0,0,0,"Snacks",19,0,1,5
"Phoenix",57,1890,3104,2342,479,2,5,3,"Snacks",92,0,1,3
"Phoenix",594,1,8,3,7,0,2,1,"Snacks",79,0,1,4
"Phoenix",83,2,17,4,13,0,0,0,"Snacks",47,0,0,5
"Phoenix",33,13,40,10,30,2,3,2,"Snacks",194,0,2,5
"Phoenix",594,6,16,6,28,0,1,1,"Snacks",45,0,14,5
"Phoenix",74,19,60,31,63,0,0,0,"Snacks",79,0,4,4
"Phoenix",69,1159,1699,1425,555,2,2,1,"Snacks",86,0,0,3
"Mesa",10,26,32,18,42,0,0,0,"Snacks",80,0,4,5
"Tempe",81,0,1,0,1,0,1,0,"Snacks",5,0,0,5
"Scottsdale",255,20,31,20,20,2,0,0,"Snacks",145,0,3,5
"Scottsdale",270,5,24,7,25,0,0,0,"Snacks",118,0,1,5
"Chandler",69,156,454,298,150,1,3,3,"Snacks",136,0,0,5
"Phoenix",58,6,37,10,35,0,3,1,"Snacks",53,0,1,5
"Scottsdale",65,126,256,126,72,1,2,1,"Snacks",290,0,0,3
"Tempe",81,90,233,151,135,0,1,0,"Snacks",157,0,0,4
"Phoenix",594,0,2,1,4,0,0,1,"Snacks",110,0,0,2
"Phoenix",594,19,46,24,36,0,1,1,"Snacks",213,2,5,5
"Phoenix",52,27,147,51,212,0,0,0,"Snacks",106,0,2,4
"Phoenix",594,1,9,4,11,0,1,0,"Snacks",104,0,3,5
"Scottsdale",236,25,55,36,33,1,3,2,"Snacks",128,0,1,4
"Mesa",36,0,0,0,3,0,0,0,"Snacks",229,0,2,3
"Chandler",20,1,13,4,21,0,0,0,"Snacks",45,0,1,5
"Scottsdale",139,67,39,21,39,0,0,0,"Snacks",16,0,1,4
"Phoenix",93,41,92,41,182,0,0,0,"Snacks",26,0,3,4
"Scottsdale",48,2,10,3,22,0,0,0,"Snacks",99,0,2,4
"Phoenix",5,13,39,15,48,0,0,0,"Snacks",43,0,0,2
"Scottsdale",255,9,17,9,7,0,0,0,"Snacks",271,0,3,4
"Scottsdale",29,4785,9659,7102,1217,7,13,13,"Snacks",89,2,1,4
"Scottsdale",270,29,74,25,94,0,0,0,"Snacks",253,0,1,3
"Tempe",90,349,776,402,258,2,2,2,"Snacks",401,2,1,5
"Tempe",85,0,4,1,5,0,1,0,"Snacks",113,0,1,5
"Phoenix",9,2,8,4,7,1,2,1,"Snacks",46,0,0,4
"Phoenix",99,37,186,62,100,0,0,0,"Snacks",198,0,0,2
"Phoenix",9,6,52,18,72,0,0,0,"Snacks",28,0,0,3
"Chandler",192,5,22,11,11,1,2,1,"Snacks",260,1,2,5
"Scottsdale",53,50,142,27,164,2,2,2,"Snacks",81,0,0,4
"Phoenix",108,57,198,94,120,0,0,0,"Snacks",107,1,1,3
"Scottsdale",236,279,798,420,584,0,2,2,"Snacks",115,0,0,4
"Scottsdale",270,1,6,3,6,1,2,1,"Snacks",93,0,5,5
"Gilbert",165,103,258,156,111,2,3,4,"Snacks",199,0,2,4
"Scottsdale",4,1614,2575,2202,569,12,15,12,"Snacks",132,2,0,3
"Phoenix",140,430,896,506,445,1,1,1,"Snacks",80,0,0,1
"Phoenix",594,32,32,10,21,0,2,1,"Snacks",103,0,0,5
"Phoenix",75,1815,3118,2640,561,0,4,4,"Snacks",177,1,4,5
"Phoenix",9,2267,2851,2457,322,0,1,0,"Snacks",87,0,1,4
"Phoenix",26,35,71,56,21,1,3,4,"Snacks",189,4,3,4
"Mesa",4,2,10,2,14,0,0,0,"Snacks",164,0,3,4
"Tempe",85,51,176,64,311,0,0,0,"Snacks",108,0,0,4
"Scottsdale",236,111,331,164,197,0,0,1,"Snacks",130,0,3,5
"Scottsdale",62,3,3,0,9,0,0,0,"Snacks",101,0,0,4
"Scottsdale",255,59,121,62,112,0,0,0,"Snacks",91,2,0,3
"Phoenix",53,185,397,260,135,2,5,3,"Snacks",173,0,0,4
"Surprise",19,24,82,12,21,2,1,0,"Snacks",116,0,1,2
"Tempe",73,18,111,23,82,0,0,0,"Snacks",73,0,2,5
"Tempe",73,1422,2401,1794,438,1,7,5,"Snacks",80,0,0,1
"Scottsdale",23,1316,1371,963,592,1,2,2,"Snacks",277,4,0,2
"Tempe",42,8,17,7,11,2,2,2,"Snacks",299,0,0,3
"Phoenix",140,7,23,7,17,1,2,1,"Snacks",165,0,1,5
"Tempe",106,0,2,1,5,0,0,0,"Snacks",44,0,1,5
"Phoenix",69,39,74,48,58,1,1,1,"Snacks",62,1,0,3
"Tempe",50,17,62,25,87,0,0,0,"Snacks",68,2,3,5
"Tempe",29,7,26,17,20,0,0,0,"Snacks",186,1,1,4
"Phoenix",5,22,40,8,97,0,0,0,"Snacks",42,0,1,4
"Tempe",8,1233,2452,1875,539,4,7,5,"Snacks",76,0,3,4
"Chandler",148,20,56,13,40,0,0,0,"Snacks",105,0,1,5
"Chandler",28,0,4,0,4,0,1,0,"Snacks",37,0,3,5
"Phoenix",9,0,0,0,3,0,0,0,"Snacks",136,0,3,5
"Phoenix",14,145,429,197,319,0,0,0,"Snacks",137,0,0,2
"Phoenix",14,593,1545,1199,376,0,3,3,"Snacks",129,0,1,3
"Chandler",28,4,12,4,17,0,1,1,"Snacks",28,0,2,5
"Chandler",148,279,798,420,584,0,0,0,"Snacks",82,0,3,4
"Scottsdale",11,0,6,2,5,0,0,0,"Snacks",120,0,1,5
"Tempe",12,38,58,17,61,1,0,0,"Snacks",55,0,2,5
"Tempe",29,9,68,19,49,0,0,0,"Snacks",51,0,1,4
"Scottsdale",25,13,29,15,27,0,2,1,"Snacks",93,0,1,4
"Phoenix",7,403,1088,624,559,3,3,3,"Snacks",122,0,0,4
"Phoenix",74,15,52,15,65,0,0,0,"Snacks",125,0,8,5
"Phoenix",34,1,20,7,36,0,0,0,"Snacks",30,0,0,4
"Phoenix",5,3,20,0,20,0,1,0,"Snacks",63,0,6,5
"Scottsdale",25,38,51,47,17,2,6,3,"Snacks",150,0,2,4
"Tempe",6,376,1098,546,791,0,0,0,"Snacks",29,0,0,3
"Phoenix",74,0,1,0,2,0,0,0,"Snacks",57,0,4,5
"Phoenix",74,0,1,0,3,0,1,0,"Snacks",49,0,0,5
"Phoenix",10,47,219,41,184,1,1,0,"Snacks",180,0,0,1
"Chandler",75,3,13,5,24,0,1,1,"Snacks",58,1,0,4
"Tempe",16,0,0,0,1,0,0,0,"Snacks",73,0,0,2
"Chandler",148,6,15,2,23,0,1,0,"Snacks",65,0,1,4
"Tempe",29,71,181,79,63,1,2,1,"Snacks",65,0,0,4
"Phoenix",10,1,11,3,3,0,5,2,"Snacks",179,0,3,5
"Scottsdale",8,78,236,117,129,2,3,2,"Snacks",90,0,1,4
"Scottsdale",25,3,11,4,14,0,0,0,"Snacks",21,0,0,4
"Chandler",28,32,67,40,55,0,1,0,"Snacks",123,0,0,4
"Chandler",75,83,135,78,125,1,1,1,"Snacks",4,0,1,4
"Phoenix",74,2,3,1,7,0,0,0,"Snacks",21,0,1,5
"Chandler",75,321,673,430,297,1,1,2,"Snacks",99,3,3,4
"Phoenix",30,0,0,0,3,0,0,0,"Snacks",33,0,0,5
"Chandler",148,180,208,81,137,0,0,0,"Snacks",28,0,0,5
"Chandler",75,4,9,1,18,0,0,0,"Snacks",68,0,1,4
"Tempe",50,2,9,0,7,0,1,0,"Snacks",183,0,0,1
"Chandler",28,3,8,0,7,1,0,0,"Snacks",43,0,4,5
"Phoenix",19,6,28,6,86,0,0,0,"Snacks",26,0,1,4
"Chandler",148,2,9,0,13,0,0,0,"Snacks",271,1,0,5
"Chandler",148,27,147,51,212,0,0,0,"Snacks",91,0,0,3
"Chandler",75,77,204,107,128,0,0,0,"Snacks",204,0,0,4
"Chandler",148,341,619,536,140,1,2,3,"Snacks",306,2,1,4
"Chandler",148,82,242,127,209,0,1,1,"Snacks",105,0,1,4
"Phoenix",12,4,20,2,14,0,1,0,"Snacks",245,0,0,2
"Phoenix",12,151,295,201,98,0,2,1,"Snacks",140,1,0,2
"Phoenix",30,31,101,45,59,0,1,1,"Snacks",73,1,2,5
"Phoenix",39,18,90,22,92,0,0,0,"Snacks",78,0,1,4
"Scottsdale",53,3969,4287,3943,417,13,11,9,"Snacks",187,3,2,4
"Phoenix",34,4,16,4,9,0,0,0,"Snacks",39,0,2,5
"Chandler",75,3,38,9,44,0,0,0,"Snacks",71,0,2,4
"Chandler",148,47,257,125,244,0,2,1,"Snacks",147,0,0,4
"Phoenix",10,47,219,41,184,0,0,0,"Snacks",257,0,0,1
"Phoenix",74,0,8,0,8,0,1,0,"Snacks",6,0,0,5
"Tempe",8,7,20,3,10,1,1,1,"Snacks",47,1,0,4
"Phoenix",12,511,920,489,426,0,1,1,"Snacks",142,0,0,2
"Scottsdale",53,153,423,148,314,0,0,0,"Snacks",90,0,1,4
"Phoenix",39,395,1016,623,256,3,3,3,"Snacks",119,0,0,4
"Chandler",148,10,43,20,38,0,1,0,"Snacks",310,0,3,4
"Phoenix",9,10,45,10,26,0,1,0,"Snacks",40,0,1,5
"Tempe",50,578,1447,834,479,4,5,1,"Snacks",136,6,1,2
"Phoenix",6,93,408,117,422,0,1,0,"Snacks",91,0,0,3
"Mesa",11,17,62,25,87,0,1,0,"Snacks",238,0,11,2
"Chandler",28,0,1,0,1,0,1,0,"Snacks",59,0,3,5
"Mesa",5,0,1,0,4,0,0,0,"Snacks",23,0,0,1
"Chandler",75,14,28,7,13,0,1,2,"Snacks",53,0,1,5
"Chandler",148,23,106,13,88,0,0,0,"Snacks",177,0,1,4
"Phoenix",34,660,744,558,240,1,3,1,"Snacks",113,0,2,5
"Tempe",50,0,1,0,3,0,1,0,"Snacks",95,0,1,5
"Phoenix",10,1860,2291,1875,186,4,9,7,"Snacks",115,1,1,5
"Mesa",4,21,131,52,83,0,0,1,"Snacks",69,0,7,5
"Chandler",75,19,83,21,198,0,1,0,"Snacks",73,0,0,4
"Mesa",11,966,1864,1677,590,1,1,0,"Snacks",268,1,5,4
"Scottsdale",53,2672,5504,4322,620,10,9,6,"Snacks",44,0,2,4
"Mesa",8,136,364,232,230,0,1,0,"Snacks",88,0,1,3
"Phoenix",11,819,1365,1059,394,0,2,2,"Snacks",186,0,1,5
"Tempe",7,413,576,447,120,3,3,4,"Snacks",42,1,0,1
"Phoenix",34,45,76,33,35,0,1,0,"Snacks",170,1,0,1
"Phoenix",7,47,219,41,184,0,1,0,"Snacks",318,0,0,1
"Chandler",148,11,54,28,35,0,1,1,"Snacks",130,0,0,4
"Phoenix",4,2,11,5,8,2,4,3,"Snacks",173,0,0,4
"Peoria",10,3,27,2,11,0,1,0,"Snacks",188,2,0,1
"Scottsdale",8,6,24,1,19,0,1,0,"Snacks",120,0,3,3
"Tempe",29,21,88,24,68,0,0,0,"Snacks",128,0,0,3
"Scottsdale",4,107,224,116,130,0,0,0,"Snacks",35,0,0,4
"Scottsdale",4,4,6,5,6,0,1,1,"Snacks",290,0,2,2
"Chandler",75,6230,8001,6353,1325,11,12,7,"Snacks",175,0,0,4
"Phoenix",39,0,0,0,1,0,0,0,"Snacks",123,1,0,3
"Chandler",148,0,1,0,4,0,0,0,"Snacks",73,0,1,4
"Phoenix",74,0,14,0,14,0,0,0,"Snacks",201,0,0,4
"Chandler",148,0,4,0,7,0,1,0,"Snacks",9,0,0,1
"Tempe",7,18,43,16,29,0,1,0,"Snacks",161,0,6,5
"Chandler",28,413,576,447,120,6,5,7,"Snacks",130,0,4,5
"Phoenix",34,31,101,45,59,0,0,0,"Snacks",83,0,2,5
